"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Order","Filled","","2026-05-06T21:56:18.049Z","","","","","","KXETH15M-26MAY061800-00","4191dd0f-2b16-4c5a-af9c-90979ba67552","6.62","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T21:50:15.464Z","","","","","","KXBTC15M-26MAY061800-00","8d03b341-cf48-4c52-80e4-bae8b3399032","7.04","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T19:43:11.365Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","4.5","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T19:40:56.297Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","4.5","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T19:40:15.814Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","6.11","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T19:39:22.313Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","6.11","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:17.229Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:17.228Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:13.239Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:13.238Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:05.819Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:05.818Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:01.896Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T19:39:01.894Z","","","","","","KXETH15M-26MAY061545-45","5248b3ff-a327-433b-955d-89cb930084ae","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T18:28:52.576Z","","","","","","KXETH15M-26MAY061430-30","65c69d79-0667-42ff-a6ec-1fa994991d2f","7.6","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T18:28:49.264Z","","","","","","KXETH15M-26MAY061430-30","65c69d79-0667-42ff-a6ec-1fa994991d2f","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T18:28:49.263Z","","","","","","KXETH15M-26MAY061430-30","65c69d79-0667-42ff-a6ec-1fa994991d2f","0","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T15:42:46.646Z","","","","","","KXBTC15M-26MAY061145-45","b750f5d5-f220-4cb6-853d-0459e3fa3cbe","76.36","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T15:41:01.538Z","","","","","","KXETH15M-26MAY061145-45","51445f8f-f626-4d07-96d9-c938027e2b63","14.34","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-06T14:20:21.239Z","","","","","","KXETH15M-26MAY061030-30","b764bcf2-ce00-420b-85f0-dee77612e6a6","4.02","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T14:19:53.181Z","","","","","","KXETH15M-26MAY061030-30","b764bcf2-ce00-420b-85f0-dee77612e6a6","0","0","","","","","","","","","","","",""
"Order","Canceled","","2026-05-06T14:19:53.180Z","","","","","","KXETH15M-26MAY061030-30","b764bcf2-ce00-420b-85f0-dee77612e6a6","0","0","","","","","","","","","","","",""
"Deposit","Applied","20","2026-05-06T02:03:55.700Z","","May 5, 2026 at 10:03:55 PM EDT","apm","0","","","","","","","","","","","","","","","","",""
